,0,1,2,3,4,5
83,3.0,37.0,21599.58,43.50453,147.4738,3874.362144
84,0.0,48.0,83831.61,58.3401,172.4624,5172.422992
85,3.0,26.0,33846.23,2.456217972,275.119794,995.4220744
86,4.0,68.0,22041.71,9.436909,149.9598,1150.114958
87,4.0,51.0,32964.97,58.76049,159.9942,5246.927502
88,0.0,79.0,8771.55,43.19701,182.4538,3759.112446
89,1.0,34.0,102089.7,7.623523,242.6143,1306.124464
90,1.0,29.0,30303.35,2.301376,225.1457,1408.898779
91,1.0,88.0,16493.86,60.29081,112.4551,4841.877582
92,0.0,83.0,104548.7,4.836004,117.4872,786.6024394
93,1.0,52.0,18846.68,66.89696,147.4783,5730.642149
94,2.0,23.0,24979.03,5.685414,270.1604,1812.910095
95,8.0,50.0,116562.7,47.17819,119.9568,4839.103673
96,1.0,69.0,27714.04,66.39293,132.4798,6173.823033
97,2.0,32.0,58157.76,11.47008,169.9447,1323.764927
98,4.0,73.0,20354.78,61.76369,182.49,5514.862549
99,1.0,28.0,78472.21,16.04377,132.466,2062.862632
100,0.0,61.0,28963.75,24.94225,137.4392,2246.098296
101,5.0,43.0,25313.42,15.40849216,214.952509,1764.939141
102,3.0,67.0,24407.64,67.91936,149.9845,6018.467281
103,3.0,80.0,25945.22,66.94288,182.4676,5874.695874
104,2.0,53.0,26004.59,8.611218573,220.118516,1261.554565
105,6.0,65.0,42242.38,65.87966,222.6326,6594.127635
106,2.0,62.0,27329.96,4.397705634,147.460067,476.4598684
107,7.0,85.0,99411.44,7.802142,159.9794,1482.48061
108,1.0,46.0,27400.85,48.98746,142.4827,4786.931622
109,2.0,35.0,163082.1,58.94313,182.447,5193.997651
110,1.0,22.0,58006.93,10.31681,114.9838,1061.819409
111,1.0,39.0,80790.57,53.02997,159.9512,4571.59639
112,3.0,82.0,38056.65,15.95966,167.4847,2158.69019
113,0.0,34.0,52634.87,3.098560266,182.460772,723.0321035
114,1.0,83.0,65160.83,68.53196,114.9509,6041.017611
115,2.0,76.0,7377.09,13.69077,192.4705,1492.762296
116,0.0,74.0,30213.21,2.407697,137.4392,270.9293518
117,0.0,67.0,10529.16,55.61318,114.9658,4656.349658
118,7.0,20.0,48323.96,62.82563,147.4738,5718.653054
119,2.0,27.0,38465.4,7.522520984,149.97755,1021.026757
120,10.0,86.0,6550.77,69.66502,92.45514,6307.09359
121,3.0,20.0,35426.36,11.34544436,140.00128,1761.711017
122,3.0,55.0,42972.18,6.842584,139.9512,1209.707399
123,2.0,21.0,51419.56,16.37219797,184.967019,1873.00718
124,3.0,32.0,19761.06,62.13371,277.6513,6021.620867
125,8.0,24.0,39594.01,48.9954,230.1051,4940.002327
126,0.0,62.0,24908.78,10.17576,210.1518,1473.485303
127,1.0,29.0,17876.13,20.43854626,139.99789,2101.344074
128,0.0,37.0,47683.58,5.134989649,184.971516,806.2451255
129,4.0,44.0,13029.09,10.16511,174.9581,1821.752133
130,1.0,53.0,18038.36,25.36784311,144.960655,2167.068284
131,0.0,22.0,65714.5,65.86739,152.4555,6309.069748
132,0.0,41.0,17089.71,8.619877,200.1323,1687.301468
133,2.0,55.0,22716.52,71.24754,139.9979,6127.777658
134,2.0,31.0,21071.67,43.55176,204.9634,4181.937026
135,4.0,54.0,37647.9,6.907426,134.9509,765.5762196
136,3.0,79.0,37900.97,59.52291,147.4564,5449.470206
137,7.0,65.0,59990.91,4.952763872,149.948316,767.8506996
138,3.0,75.0,5025.12,10.98445,159.9642,1267.767102
139,4.0,46.0,30783.19,4.570915,197.4725,1418.137965
140,4.0,86.0,74086.17,47.65766,252.624,4439.207305
141,8.0,62.0,15292.25,1.473304337,245.131966,954.0290712
142,1.0,23.0,70968.23,66.969,184.9496,6428.811386
143,0.0,37.0,25050.64,66.29517,134.9509,5646.563818
144,2.0,50.0,19133.76,7.176411327,255.155493,1381.802291
145,0.0,43.0,78249.99,8.406444381,220.161527,1321.712528
146,0.0,75.0,21061.0,8.83974,162.4689,959.4182525
147,0.0,72.0,4916.91,1.068799086,172.487091,504.9814106
148,0.0,68.0,5540.89,15.62643,202.4433,1624.869828
149,4.0,72.0,82818.2,12.53901,217.484,1642.266752
150,3.0,21.0,23134.96,6.563038653,147.471303,1034.69512
151,0.0,37.0,40907.98,49.24329,169.9928,4316.799528
152,1.0,82.0,7723.17,13.56958731,235.137219,2087.543903
153,1.0,89.0,62998.7,6.575242,159.9349,727.0646246
154,1.0,42.0,8817.04,56.42112,222.6326,5693.54601
155,3.0,48.0,12339.69,6.541066702,187.46728,1532.283357
156,8.0,26.0,54959.67,50.76733,129.9915,5148.146411
157,0.0,77.0,89957.16,6.6307,169.9447,765.1823242
158,3.0,22.0,37622.41,12.57306,194.9768,1614.234523
159,1.0,75.0,26248.17,70.00933,157.4698,5757.088887
160,0.0,81.0,40661.06,9.028422616,95.019486,876.3492188
161,0.0,24.0,65243.76,66.52106,182.447,5789.412751
162,0.0,76.0,48206.11,4.192662,204.9634,700.7755614
163,0.0,63.0,20189.82,52.15024,200.1465,4899.562179
164,3.0,64.0,10173.37,60.22003,162.5119,5450.60098
165,2.0,74.0,36966.64,1.37258,187.656,680.4074741
166,2.0,29.0,41443.63,54.06378,235.1884,5249.77275
167,3.0,84.0,15763.55,68.04513,134.9509,5645.924053
168,1.0,32.0,44165.04,48.49789,217.4725,4557.472307
169,0.0,84.0,91355.72,11.4264,202.4433,1145.984358
170,4.0,74.0,47188.49,69.03829,114.9509,6204.366661
171,4.0,73.0,17942.27,4.297488,212.6415,1402.733623
172,0.0,50.0,25990.9,10.88666,147.4421,1129.578351
173,1.0,80.0,63095.62,14.14101821,270.160419,2335.130986
174,2.0,68.0,37911.51,1.19808324,114.972827,253.7938252
175,3.0,67.0,25340.62,16.81789,142.4689,2062.922234
176,3.0,85.0,48415.61,69.14226,235.1591,6260.501439
177,3.0,75.0,45412.84,8.659495781,172.457857,1090.460081
178,4.0,71.0,50072.5,54.4197,152.4742,5253.832164
179,0.0,73.0,33016.71,51.4203,159.983,4399.187338
180,3.0,21.0,14474.74,68.1383,200.1323,6769.093084
181,2.0,21.0,32423.61,10.44767,162.4653,1810.906541
182,2.0,83.0,17280.24,17.28550612,277.651257,2195.914801
183,2.0,72.0,112245.07,5.84055678,192.470522,780.3612617
184,1.0,52.0,50181.69,54.60066,137.4616,4829.62672
185,3.0,31.0,5874.73,4.005780287,157.469817,554.7295152
186,2.0,76.0,38186.34,16.05745,117.4392,1943.981469
187,10.0,83.0,38830.69,37.52707,210.127,3802.601867
188,5.0,78.0,49914.94,52.66362,119.9897,4648.186854
189,3.0,82.0,66851.03,70.16722,159.9476,6377.495823
190,1.0,20.0,58333.09,1.515452465,210.138,804.489391
191,1.0,61.0,26989.82,6.671684,129.9763,862.9115483
192,0.0,56.0,24503.85,12.00909,152.5104,1610.027119
193,0.0,63.0,105644.8,52.92007,179.9794,4622.488998
194,1.0,36.0,36616.04,1.481306,207.6094,650.9200141
195,8.0,68.0,51136.79,14.45396,117.4835,1684.339812
196,1.0,44.0,49227.4,50.80026,197.4876,4626.844847
197,1.0,47.0,34264.02,5.794641025,119.989722,786.3429747
198,2.0,24.0,22257.83,11.89052,152.4441,1871.35466
199,3.0,38.0,47347.97,5.429608,252.6378,1186.544217
200,0.0,83.0,52417.3,5.26283,127.4738,993.5285482
201,2.0,24.0,13622.77,2.506101194,255.155493,1084.371719
202,4.0,75.0,9479.49,9.079335,147.4738,959.8322448
203,0.0,62.0,12050.23,3.079288,104.9781,707.1891381
204,1.0,43.0,34883.69,9.634946079,127.488728,1083.610268
205,1.0,80.0,9743.36,51.60705,159.9349,4446.381359
206,1.0,89.0,11681.78,70.19945,242.6326,6254.922893
207,0.0,23.0,24588.75,69.58993,152.466,6061.493639
208,0.0,36.0,60010.8,11.07238,164.9853,1837.391501
209,1.0,32.0,90706.26,53.61209,117.4392,5134.60308
210,1.0,85.0,9508.97,54.09422,160.0013,4658.564203
211,4.0,18.0,16151.73,60.45695,222.6281,6227.256543
212,1.0,23.0,7371.1,11.20984456,190.12704,2026.429158
213,1.0,40.0,11923.86,19.6274,137.4872,1756.84915
214,4.0,70.0,18608.64,14.89363,107.5286,1520.458929
215,5.0,80.0,47832.37,51.19372,94.97283,4734.546819
216,3.0,79.0,5694.61,6.051428262,154.991856,1226.543716
217,3.0,60.0,41164.66,69.657,257.6513,6959.755373
218,1.0,35.0,23661.52,13.19046,162.4608,1908.654798
219,0.0,63.0,34127.24,7.296904,164.967,1343.619348
220,3.0,58.0,14656.97,10.36378,127.4783,1471.541306
221,0.0,84.0,43525.94,4.32321356,184.985293,627.3962656
222,5.0,35.0,13991.22,18.1201,79.97886,1683.407282
223,0.0,82.0,28571.57,70.13699,169.9928,5798.959401
224,1.0,83.0,94513.15,50.55291,159.9476,4705.493469
225,4.0,23.0,54773.38,47.99026,220.1323,4728.939595
226,3.0,63.0,61481.0,70.8569,139.965,6509.495708
227,0.0,83.0,14973.52,7.881289,174.9768,1303.89059
228,3.0,22.0,82749.1,68.18047,182.4676,6166.262519
229,2.0,78.0,3899.68,62.09703,159.9942,5452.509295
230,3.0,45.0,31973.61,54.6947,212.6415,5546.135558
231,3.0,58.0,56244.33,46.24636,184.9939,4338.467486
232,0.0,37.0,25922.49,63.68805,127.4738,5849.296401
233,8.0,50.0,7585.29,11.2075,184.9797,1977.058574
234,3.0,63.0,43677.84,8.960033031,184.985293,1207.593093
235,1.0,78.0,19826.08,4.089399488,139.981577,644.5909961
236,0.0,59.0,15840.4,1.692565,154.9755,1015.460451
237,2.0,89.0,63155.68,9.975367,172.4705,1476.916161
238,4.0,43.0,35539.7,5.874064017,139.965008,1363.58603
239,9.0,59.0,7101.56,6.612935,114.9658,944.6665184
240,3.0,52.0,22036.29,60.15262,112.4551,5092.44112
241,0.0,23.0,23706.3,3.631024,112.4551,463.9097938
242,4.0,59.0,22107.4,10.79186592,117.439154,1582.783024
243,1.0,29.0,35520.25,66.15837,127.4783,6076.740541
244,2.0,49.0,73309.86,55.75197,235.1417,5697.928731
245,4.0,24.0,9349.55,69.81507,152.4624,6727.977262
246,1.0,55.0,29094.86,8.53275,92.45514,1122.62327
247,1.0,86.0,18543.4,36.44011,137.4686,3145.639435
248,0.0,43.0,78661.45,4.187033385,157.469817,437.8833399
249,0.0,84.0,12571.62,14.44810037,120.003499,1424.117227
250,8.0,58.0,11731.88,2.293413,124.9781,484.8655509
251,3.0,72.0,66188.42,65.63324,232.624,6340.697833
252,2.0,20.0,30088.13,4.509329959,192.440432,933.8036457
253,0.0,36.0,30140.83,66.52549,174.9755,5942.591122
254,1.0,80.0,35681.35,3.976063151,179.979358,587.1708313
255,4.0,33.0,52137.85,24.69325,92.45514,2693.549899
256,7.0,29.0,86449.72,5.951276,112.4551,849.8471125
257,3.0,58.0,31936.02,12.98383,184.967,1551.900975
258,0.0,20.0,34252.86,56.90458,164.9889,5117.065882
259,5.0,46.0,59865.13,58.43007,154.9919,5770.387227
260,3.0,77.0,50725.09,65.28157,150.0208,5674.734009
261,4.0,75.0,45064.51,68.83942,92.5018,5762.454827
262,1.0,23.0,48852.54,3.508974199,192.470522,801.4709595
263,0.0,66.0,35478.83,70.83727,104.9629,5990.24437
264,3.0,57.0,21485.23,63.24097,159.9349,5583.671778
265,2.0,72.0,80363.72,7.182107,204.9634,1020.408124
266,0.0,62.0,61913.12,1.567389,159.9349,374.4704813
267,0.0,87.0,63284.16,8.959047529,124.993537,684.6318529
268,1.0,74.0,29305.13,69.46803,127.5112,5791.217393
269,3.0,45.0,38039.5,71.83398,129.9778,6659.547499
270,0.0,36.0,37715.18,9.93773,159.965,1100.58554
271,3.0,86.0,11050.03,62.4021,149.9741,5737.637102
272,5.0,41.0,70972.38,57.37651,149.9707,5220.600311
273,8.0,76.0,27520.03,6.368504,202.65,1756.610979
274,1.0,69.0,84009.73,63.71108,242.6326,5788.852546
275,2.0,49.0,46328.01,2.885895,137.4836,867.4854039
276,0.0,22.0,30388.27,10.47789,147.4713,1259.837146
277,2.0,30.0,71002.71,63.89833,159.9794,6105.282771
278,0.0,27.0,29353.41,68.55339,139.9349,6438.459484
279,1.0,76.0,37334.04,70.71182,182.447,5993.09022
280,4.0,84.0,45301.1,67.10378,182.49,5998.639237
281,0.0,44.0,31656.24,38.25714,220.1149,4139.737424
282,0.0,74.0,82673.37,12.14985,149.9598,1147.311353
283,3.0,74.0,135171.31,7.273510936,144.960655,677.1757219
284,1.0,23.0,38723.05,65.60287,149.9928,6147.448121
285,1.0,75.0,35334.17,12.81579,197.4702,1813.141473
286,3.0,63.0,6574.36,11.50651216,149.962093,1316.145864
287,1.0,71.0,13467.6,46.23966,137.4836,4399.170365
288,2.0,26.0,42539.6,66.70002,159.9512,5765.098354
289,2.0,89.0,22097.72,66.91884,172.4742,5661.61911
290,4.0,23.0,44462.77,19.26465,104.9643,2203.565459
291,2.0,55.0,57281.66,3.469955007,242.628057,961.4921994
292,1.0,68.0,5960.43,42.83737,137.4392,3673.166054
293,2.0,53.0,33653.85,56.19179,147.4601,4832.149028
294,1.0,87.0,24165.62,1.726822,152.4624,850.0650584
295,5.0,89.0,37089.25,1.113741,204.961,596.0068502
296,2.0,80.0,92144.09,56.90852,149.989,4928.588057
297,2.0,85.0,88186.92,53.5973,159.9512,4580.335893
298,1.0,40.0,56961.06,4.14274,220.1615,1012.974384
299,3.0,74.0,39487.91,56.24277,242.6281,5301.12684
300,4.0,30.0,43778.88,57.49156,182.4653,5284.148453
301,1.0,86.0,43824.26,7.944389,212.6557,1237.129631
302,2.0,38.0,35337.11,3.319565,174.9882,1170.139527
303,2.0,58.0,14146.98,63.99811,164.9889,5635.275035
304,7.0,28.0,96788.12,21.73641,182.4653,2371.07361
305,0.0,87.0,57937.88,65.52904,150.007,5489.048081
306,1.0,45.0,83931.89,57.7129,182.4433,5510.746113
307,7.0,18.0,17706.8,68.17457,149.9598,6219.238034
308,2.0,89.0,49328.41,70.42655,137.4686,5869.077797
309,0.0,76.0,43741.92,49.73125,179.9794,4318.58203
310,4.0,46.0,43885.58,52.86347,149.9707,4803.633727
311,1.0,83.0,58733.26,68.96928,182.4433,6390.767295
312,1.0,35.0,10149.33,49.91708,155.0084,4620.120318
313,3.0,74.0,22610.64,67.16512,275.1336,6268.031469
314,0.0,73.0,47596.81,3.871799525,252.62403,770.971694
315,1.0,27.0,91852.43,51.23358,129.9621,4994.1983
316,4.0,77.0,12912.29,42.82102,137.4978,3862.289881
317,2.0,77.0,86877.95,2.958575,162.4827,531.0770713
318,3.0,36.0,3686.27,55.64344,174.9882,5580.901602
319,0.0,27.0,13080.72,61.53705,149.9447,5841.516274
320,2.0,79.0,76126.58,14.34892,255.1555,1874.421389
321,3.0,82.0,16779.7,71.85743,204.9797,6274.249297
322,0.0,77.0,9771.32,69.09962,162.4713,5901.269005
323,9.0,39.0,36072.22,66.82161,222.6609,6471.718103
324,3.0,59.0,7614.82,3.919919,187.656,969.0951508
325,3.0,84.0,9994.08,6.343374736,245.145743,1207.841461
326,0.0,64.0,14746.24,34.49234,94.97283,3346.893074
327,1.0,69.0,21963.27,65.66053,202.6362,6294.452513
328,2.0,62.0,28435.83,13.12966,152.4555,1832.163914
329,3.0,78.0,66146.86,8.688984603,132.479779,1524.801731
330,2.0,56.0,19173.1,59.67215,162.4538,5659.522313
331,0.0,32.0,37628.81,71.39564,149.9378,6571.767003
332,0.0,48.0,15189.38,65.26684,159.9349,5686.820908
333,1.0,20.0,50090.84,68.05033,159.9794,6447.490491
334,7.0,61.0,86453.08,7.218752772,230.105118,1317.766231
335,2.0,49.0,3834.42,17.54953,207.4754,2326.985753
336,0.0,58.0,28333.29,59.16197,182.4608,5155.773559
337,2.0,41.0,90486.0,9.573255,169.9741,1194.501468
338,2.0,47.0,38886.05,2.992589,104.9643,812.2973605
339,1.0,24.0,19038.78,24.64873861,240.114868,2660.503932
340,2.0,73.0,17822.29,7.348682,240.1149,1113.10611
341,1.0,75.0,49518.71,11.45756486,127.478341,1526.143641
342,2.0,38.0,36574.2,13.01023159,182.465269,1469.359942
343,1.0,19.0,28053.3,10.42906,107.4958,1638.668955
344,0.0,52.0,8122.26,17.13675,169.9447,1707.991573
345,3.0,27.0,49497.16,4.72236,169.9447,865.1029349
346,3.0,35.0,7724.73,9.190009376,255.137219,1577.915603
347,0.0,33.0,72504.63,9.104003,220.1185,1305.935649
348,0.0,45.0,41911.7,6.749571,104.9781,1145.946987
349,3.0,64.0,10093.41,51.83423,230.1344,4912.438643
350,0.0,83.0,28850.5,64.17623,192.4705,5462.625983
351,3.0,36.0,34235.37,14.91488,92.45514,1851.710555
352,1.0,48.0,4282.41,39.83562,139.9349,4000.266344
353,2.0,72.0,52531.68,11.30129,112.4844,982.9761431
354,2.0,77.0,23705.5,1.717359,152.4579,944.8425929
355,4.0,19.0,64063.23,7.873371451,127.474951,1029.489242
356,4.0,36.0,31975.58,55.87037,212.6415,5702.76012
357,1.0,75.0,5979.39,71.39672,117.4392,6403.802048
358,4.0,25.0,163156.7,53.03214,162.5299,4958.925244
359,4.0,76.0,47254.65,59.14986,169.9671,5205.709911
360,4.0,58.0,55582.0,11.42464,197.5169,1518.895794
361,0.0,39.0,2715.32,4.791566,147.4564,1085.979242
362,3.0,19.0,25515.76,69.2394,162.447,6534.389245
363,2.0,65.0,16462.33,62.63117,169.9378,5393.505389
364,2.0,24.0,5911.67,42.10529,124.9643,3596.735771
365,3.0,64.0,41097.52,70.40902,232.6415,6404.998855
366,2.0,27.0,9373.48,62.28135,127.4738,5910.676012
367,0.0,59.0,31686.42,66.49134,159.9349,5751.088702
368,3.0,79.0,52141.38,20.32585,139.9979,1989.74777
369,3.0,76.0,29774.74,60.72645,187.6094,5849.257593
370,1.0,58.0,61541.53,3.678847,79.97886,301.5746797
371,4.0,75.0,36649.03,11.00764,184.961,1835.301769
372,2.0,66.0,42972.71,59.40963,129.9915,5622.709975
373,2.0,54.0,27479.16,65.63056,132.4798,6238.373858
374,2.0,72.0,22137.33,11.26136,152.4798,1263.915496
375,3.0,40.0,27758.83,60.03004,149.9778,5212.970867
376,2.0,45.0,22272.17,6.631092,287.6427,1329.56935
377,1.0,68.0,57844.94,6.958063425,197.470195,1356.12218
378,1.0,36.0,45268.54,9.955486,129.9778,1557.295826
379,2.0,85.0,7543.45,2.804449,172.4733,538.267259
380,1.0,49.0,39184.05,67.89706,222.6143,6609.12279
381,0.0,59.0,115405.2,65.78,232.652,6054.367041
382,2.0,51.0,42934.29,64.54916,214.9663,5753.65882
383,4.0,50.0,29216.14,7.840871292,182.476229,1173.415489
384,3.0,75.0,51379.67,12.04581,240.1149,1569.259659
385,1.0,58.0,26005.77,24.8868126,182.465269,2346.143947
386,2.0,44.0,22827.74,66.005,147.4421,5727.096871
387,2.0,22.0,58622.05,16.5852,182.4433,2329.310551
388,1.0,79.0,69154.47,7.608938235,167.484705,1422.716519
389,2.0,45.0,13471.14,68.526,139.9875,6335.675334
390,3.0,45.0,15279.99,64.49909,149.9778,5645.047981
391,1.0,34.0,50525.8,14.1842,142.4526,2066.602785
392,3.0,83.0,6377.91,5.494536,200.1323,1432.922873
393,1.0,18.0,2995.33,16.16886,270.1604,2657.509636
394,2.0,88.0,21512.56,6.431215,187.6094,1377.348602
395,8.0,18.0,21400.67,61.42037,210.1518,6062.895419
396,1.0,66.0,85921.6,64.57182,235.1591,5933.787702
397,2.0,53.0,15625.86,4.457562,94.97283,983.5423493
398,6.0,26.0,42585.62,41.72903,165.0182,4110.601155
399,3.0,77.0,17176.57,7.490867,182.497,939.4887657
400,3.0,37.0,29101.96,6.979961,159.9512,866.4850145
401,1.0,62.0,22267.09,10.8378,125.0073,1114.43184
402,7.0,46.0,23707.75,70.85122,129.9778,6616.596671
403,3.0,70.0,45249.29,63.01044,217.4725,5683.580246
404,0.0,81.0,2991.27,2.130946,245.147,1147.794876
405,1.0,57.0,27358.17,50.69944,275.1336,4913.037126
406,0.0,75.0,28704.22,8.277054038,149.944668,1320.132625
407,0.0,62.0,57667.78,21.42092,192.4404,2120.230349
408,1.0,82.0,40183.01,4.221959275,232.637807,1342.310858
409,3.0,28.0,39496.24,54.01225,79.97886,4585.713564
410,0.0,47.0,16013.09,6.398242,197.4702,1348.318284
411,2.0,45.0,114051.7,21.72968,127.5112,2087.790899
412,7.0,42.0,39087.76,10.8040205,212.641455,2129.856605
413,1.0,79.0,142650.5,5.014012,245.1283,1501.093332
414,0.0,51.0,45225.74,9.475983046,169.937833,1022.415622
415,3.0,47.0,34638.98,7.626943,207.6094,1227.038436
416,8.0,75.0,36342.31,2.733109234,217.472533,882.1160656
417,6.0,36.0,52232.97,2.905283283,102.474625,558.2340556
418,3.0,19.0,38329.67,65.93142,194.9744,5985.296176
419,0.0,22.0,86019.75,3.984772,184.9496,1193.459499
420,2.0,29.0,9514.35,4.882004458,127.474951,772.3133729
421,1.0,56.0,23382.74,4.85576672,127.442069,1060.026737
422,3.0,53.0,26669.32,52.55673,127.4738,5059.402086
423,0.0,51.0,61269.37,53.06052,242.6435,4967.50972
424,8.0,30.0,12353.8,61.78348,159.965,5696.949378
425,8.0,24.0,59226.92,59.28333,174.9755,5634.80523
426,1.0,35.0,36965.48,63.04335,182.4608,5662.285046
427,3.0,27.0,24045.19,3.56722345,95.005709,617.4480514
428,8.0,44.0,63843.19,67.98776,139.9816,6207.251325
429,8.0,23.0,31697.79,12.52502,207.4754,2267.526558
430,0.0,89.0,33004.01,7.957264,242.6435,1194.31166
431,2.0,47.0,73916.66,63.97683,204.9634,5756.010952
432,0.0,53.0,18544.26,63.35816,187.4974,6069.26126
433,0.0,69.0,69369.55,64.95453,207.4811,5777.625223
434,2.0,50.0,59780.22,2.185047,159.9805,472.1439723
435,0.0,53.0,17413.73,67.23058,187.6094,6365.24676
436,1.0,78.0,52729.59,22.16579367,114.972827,1825.985724
437,3.0,45.0,79363.76,60.34933,212.6415,6009.463821
438,7.0,63.0,51518.48,1.25577,172.4705,1083.905096
439,4.0,39.0,50666.54,13.99579075,240.114868,1877.852717
440,1.0,75.0,68091.97,11.69119,255.1198,1943.387485
441,1.0,60.0,19410.35,10.48149,164.9785,1679.924727
442,4.0,76.0,42496.34,5.318865,129.9621,1163.746203
443,0.0,60.0,21294.13,46.12627,164.9889,4149.822715
444,3.0,56.0,27978.78,1.281566108,152.495236,567.6177123
445,0.0,58.0,21210.4,7.753271168,164.971516,1412.478266
446,1.0,48.0,34590.21,17.77264,139.965,2229.782748
447,0.0,23.0,26493.5,1.578151,172.4579,588.3651083
448,0.0,50.0,40271.47,9.821728297,172.484753,1283.463995
